name,year,revenue_index,land_area,primary_revenue_source
S. Katharina (S. Katharine),1700,66.9,,"According to Cuneo, the nuns managed landholdings and properites and gained income from the manufacture of textiles. A document dated June 6, 1273 records the sale of a half of a farm in Eringen by the Prioress Gertrud with the support of the nuns of the community to Berthold Rucher in Kaufering, who in turn handed over his ownership of the Altar of S. Katharina (HÃ¶rmann, 301). On July 26, 1273 Ulrich, duke of Helfenstein, granted the sisters freedom from feudal duties (Lehnsfreiheit) for certain goods in Rumelsried, which had belonged to his vassal Heinrich (HÃ¶rmann, 301). On February 20, 1274 Bishop Hartmann gave the sisters fields. On February 28, 1277 the nuns received a third of the property in Buch from ""Schwigger and Heinrich von Mindelberch"" (HÃ¶rmann, 302). On October 7, 1278 Heinrich SchrÃ¶tele, judge of the episcopal court, sold the convent one farm and other properties in Thierdorf. On June 5, 1279 the sisters purchased a farm from Ulrich and Arnold von WÃ¶llenburg in the village of Bergen with the approval of Bishop Hartmann and the vicar of the cathedral. On August 6, 1279 Bishop Hartmann approved the sale of a farm belonging to his chuch in Bobingen by his vassals Heinrich and Grimold von Sevelt against a deposit of property in Ehingen (HÃ¶rmann, 302). On September 20, 1279 Bishop Hartmann permitted the convent to purchase from the sisters of the convent of HÃ¶rbruck the tithes from four fields. On March 12, 1280 S. Katharine's purchased from Heinrich and Friedrich von Freudertshofen property in Bobingen with permission from Bishop Hartmann. On December 29, 1282 King Rudolph von Habsburg freed a farm in Gablingen and one in Bobingen, which belonged to the convent, from their feudal duties (HÃ¶rmann, 302). On February 28, 1283 the convent purchased fields in Augsburg from the cathedral chapter. On August 18, 1283 Marquard von Kemnat handed over his property rights in a half of a farm in Bergen for one in Horgau, which Sebastian, a patrician from Augsburg gave to his daughter and he convent (HÃ¶rmann, 303). On December 6, 1283 the convnet purchased a farm in Inningen from Joh. Schongauer and on January 30, 1285 the convent received freedom from feudal dues for a farm in Inningen for a yearly payment to the cathedral chapter (HÃ¶rmann, 303). On may 13, 1286 Heinrich Schongauer gave the ""Mayrhof"" and a timberyard(?)in Holzhausen to the convent on condition that his daughter, a nun in the convnet, would be given 10 Shillings yearly from these holdings after his death (HÃ¶rmann, 303). In 1289 Heinrich von Mindelberch granted the convnent as compensation a farm in Mindelau and on June 18, 1290 he sold them a farm in Nassen. On January 29, 1291 Heinrich von Wolfberg relinquished his claims to the Mayerhof in Rumeltsried and a property in Kleinechsried. On Febraury 28, 1293 the Prioress Christina and the convent purchased a (lift?) in Eringen from Heinrich von Zeigershofen. On August 21, 1293 Wernhard von Hurenbach gave his daughter Sophie, a nun, property in Niederrammingen for her lifelong use and decreed that after her death the sisters Margaretha and Mechthildis should have the property for their use and after their death, it would fall to the convent itself (HÃ¶rmann, 303). In 1296 Margarethe, the prioress, and the sister purchased from Marquard, provost of Westerkitzigkofen, a farm in Dillishausen, which he had given to Michael, Hermann and Engelschalk von Rohrbach. In 1297, the prioress Tuta or Guta sold a yearly tithe of 13 Shillings to the chaplain of S. Katharina, Heinrich. In 1298 the convent purchased a farm from Sophie von Schwangau in Suntheim and a farm in Thierdorf from the brothers Menhofer. On March 12, 1298 Count Albrecht von Merstetten granted the convent farm properties in Thierdorf, which belonged by feudal tenure to the cathedral chapter, and the cathedral chapter freed this property from its feudal duties in exchange for a half of the yearly tithe (HÃ¶rmann, 304). On October 15, 1300 Ulrich von WÃ¶llenburg allowed his overseer to sell fields and farmland to the convent. On October 16, 1300 the convent purchased a farm in Lammerdingen from Sifrid von Wabern. On May 29, 1301 Bishop Walfard permitted the Count Conrad to exchange some fields along the path to GÃ¶gginger with the convent (HÃ¶rmann, 304). Haedwig and the convent purchased from Heinrich Ruch three properties in Erringen on March 17, 1303. In the same year the convent purchased a farm in Nassenbeuren from Conrad von Scheppach. On February 22, 1304 the convent purchased farm property in Rommelsried. on April 1, the Bishop Degenhart and others granted the farms in Erringen freedom from their feudal duties (HÃ¶rmann, 305). On October 21, 1301 Berthold Hurlocher sold a farm in Bobingen, in vassalage to the cathedral chapter, to the convent; the sale was confrimed on January 18, 1305 by the provost of the cathedral chapter, Egeno, and the deacon, Rudolf von Hurnheim. On February 18, 1306 the convent purchased a property in Thierdorf from Conrad Zollner. On February 4, 1309, the Count Conrad, with persmission of his overlord, the cathedral deacon, sold the convent two farm properties in Thierdorf and a field before the door of GÃ¶ggingen (HÃ¶rmann, 305). On June 25, 1311 the convent purchased farm properties in Holzhausen from Heinrich Schongauer. On February 14, 1312 Hermann and Gottfried von Wellenburg granted a farm in GÃ¶ggingen to the convent. On July 16, 1317 the convent purchased a farm in Zusamm-Altheim from Heinrich Portner for 65 Marks and 30 Shillings and another farm for 70 Marks, less 33 pennies (HÃ¶rmann, 306). In December 1318 the convent purchsed two farms in Grosskitzighofen from the convent Steingaden. On May 31, 1319 the sisters purchased a farm in Suntheim from the convent in Munich for 23 Marks. On November 24 of the same year Johannes Langenmantel granted the convent some farm property and an (income?) in Inningen, on account of his sister Anna, a nun in the convent (HÃ¶rmann, 306). In 1322 the convent purchaed a property in Haimeneck and another from Heinrich, provost of Erringen. On May 26, 1322? Johann von Rosenstein and the convent of Erringen sold a house in the Catharinen-street to the convent. On January 8, 1323 Heinrich of Zusammecker, a religious of St. Georg (with the permission of his provost) sold to his sisters Margaretha and Anna, who lived in the convent, a house, farm and storeroom; the convent also promissed that it would grant 6 Marks yearly for the Elsbeth (HÃ¶rmann, 307). On March 1, 1323 Heinrich Wizinger sold a farm in GÃ¶gginen to Agnes, countess von Burgau, a nun of the community. On March 30, he sold a a farm in Hiltefingen to the convent. On May 4, 1323 the sisters purchased a farm in Inningen from Heinrich Herbort. The convent also purchased properties in Gammenried von Conrad Masser von Dirlewang in the same year. On March 21, 1325 the prioress and the convennt forged a confraternity with two sisters, Adelheid and ""Hille"" from the convent of Heligen Grab to perform vigils and Masses and therefore would grant 10 Shillings from the income in Inningen and 3 Shilling from properties in Muehlhausen for wine (HÃ¶rmann, 307). In 1326 the convent received a farm from Wernher Hug in Obermeitingen. On March 24, 1333 the convent purchased from Wernher Drexl a farm and forest areas? in Hiltenfingen for approximately 90 Marks. On April 30, 1333 the convent purchased property in Unter-Meitingen from Conrad Rehlinger, and a farm in Hiltenfingen and another in GÃ¶ggingen from Heinrich Wissinger. On July 3, 1333 Conrad Porner gave the convent a garden before the door of Holy Cross, from which Adelheind, a nun, would receive a yearly tithe (HÃ¶rmann, 308). On November 21, 1333 the convent purchased tithes from a field near Augsburg. On October 2, 1337 the convent purchased a farm in Zusamaltheim for 70 Marks from Heinrich Portner. On July 13, 1338Â MedingenÂ sold a farm in Steinheim to the convent for approximately 130 Marks and 19 Shillings. On December 13, 1341 the convent purchased four properties in Lamerdingen from a certain Elisabeth for approximately 20 Marks and 10 Shillings. On March 12, 1344 the convent again purchased a small property in Michelmat fromÂ Medingen. On May 7, 1344 the convent purchased a property in Ziemetshausen from Heinrich Herbot, and on July 21, 1344 the convent made an agreement with Agnes von Laugingen for the use of a farm in Untermeitingen for the sister Agnes (HÃ¶rmann, 309). On August 31, 1344 the convent purchased some fields between Augsburg and GÃ¶ggingen from Heinrich Portner for approximately 274 Marks. On November 19 of the same year the convent received nine more fields from Heinrich Portner. On January 26, 1345 the convent purchased a property in Modelshausen and four farms in Laugna from Conrad von Lauterbach for 28 Marks and 10 pennies. On November 23, 1346 the convent purchased three farms in Lugna from Luipold Negelin and on December 15 of the same year the convent sold a farm in Gablingen to the nuns Adelheid Gerutin and Adelheid Portner (HÃ¶rmann, 309). On July 22, 1351 Prioress Agens and the convent purchased a tithe in GÃ¶ggingen from Gertraud Otterin. Circa 1353 margravine Agnes bequeathed to the convent after her death: two farms in GÃ¶ggingen and Schwabeck in return for a Vigil and Mass to be held for her memorial yearly, she also provided for the wine and fish for the convent (on this occassion?); she provided further money for the celebration of memorials for her parents and relatives and for the king and queen of Hungary; she provided an annual allotment of 10 Shillings on Easter; she bestowed from a farm in Schwabeck for the provision of an eternal light for her grave rye, and other goods. She further appointed two nuns named Adelheid to serve as caretakers of her memorial, who should be replaced after their deaths by two more appointed by the prioress and convent. The use of a farm in Hiltenfingen fell to the two nun-caretakers and fell to the convent after their deaths. The nun-caretakers also recieved her cell in the dormitory and her chamber in the infirmary, which she had built at her own expense, as their dwellings and for their own use. She left her ""livingroom"" to the prioress. The chamber belonging to the caretakers should also be shared with any relative of Agnes' within the third degree who decided to enter the convent (HÃ¶rmann, 310-311). On July 14, 1355 the convent purchased two properties in Ober and Untermeitingen from Ulrich Kartinchen and on November 18 the convent purchased a farm in Hurlach from Gisela Welserin. On March 29, 1356, the convent purchased four farms in Orlfingen from Walter Rott. On June 12, 1357 the convnet received several properties from Berthold Riederer in Altenbaindt and afterwards purchased from him a farm in Eisenbrechtshofen. In 1359 the convent continued to acquire lands: a farm in Thierdorf and four farms in Weissingen from Hartmann Onsorg. On July 3, 1363 Prioress Adelheid decreed four new memorial-days in exchange for the acquisition of farm property in Nordendorf. The four memorials were for: Guta von Lauingen and her relative Elisabeth, Hans Argau and his wife, Katharina Rieder and her sister Anna of Lauingen, and one for her sister Anna and her parents (HÃ¶rmann, 312). On May 10, 1365 the convent purchased a fram from Karl Gollenhofer in Erringen and another in Bobingen from Adelheid Bursnerin in November. On December 17, 1369 the convent purchased farm property in KnÃ¶rringen from Conrad von KnÃ¶r; on November 29, 1271 it purchased a property in Kleinkitzgkofen from Conrad von Wabern and on December 4 of the same year, it received a garden in Untermeitingen from Conrad Neumayr. On February 6, 1376 the convent recieved a farm in Grosskitzighofen and a garden in Schwabmenchingen. Under Pioress Elisabeth von Argon the convent purchased a farm in GÃ¶ggingen on May 30, 1377. On April 19, 1379, it purchased farm property in Orlfing and a mill in Pfaffenhausen and another property in SchÃ¶nenach (HÃ¶rmann, 313). On August 19, 1382 the convent purchased two farms in Schwabmuenchen from Anna Renzin. The convent also purchased property in WÃ¶rishofen, a mill in Gamenried and another property in Schonspach in 1382. Under prioress Anna Dach, Wilhelm left the convent a pasture and garden in Wertach. On November 29, 1400 the convent received a garden in the parish of S. Stephans from Jos Heldenberger (HÃ¶rmann, 314). In 1402 the convent purchased property and two farms in Obermeitingen from Hans Algerzhofer. On July 15, 1406 the convent purchased a property in Ustersbach from Peter VÃ¶gelin, and in 1410 Anna Werishoerin established an eternal light and added a farm in Werishofen as well. In 1411 the convnet purchased a farm from Lorenz Rieder. On October 16, 1415 the convnet purchased a farm in Weissingen from Wernher Rosshaupter von Luagingen. On October 27, 1416 the convent obtained freedom from feudal duties for a farm in WÃ¶rishofen from Duke Ulrich von Teck and purchased from Heinrich Schellenbold a farm (HÃ¶rmann, 315). On November 21, 1437 the convent purchased a farm property in Schwabmuenchen from Hartmann Ehinger of Ulm through its provost Stephan Hagenor. Under Prioress Afra the convnet purchased a farm in Schwabmuenchen from Ulrich Kinzelmann for approximately 1900 fl. Circa 1440 the Augsburg patrician Hans VÃ¶gelin bestowed a farm property and the advocacy of a fiefin Pliensprach for the two nuns Lucia and Afra Langenmantel, who were his sisters (HÃ¶rmann, 317). On August 28, 1454 the convent purchased a farm in Ropeltshausen from Georg von Ellerbach for 520 fl. and on February 5, 1457 it purchased a farm in Heudaorf from Wilhelm Schenk (HÃ¶rmann, 318). On October 9, 1461 the convent purchased a property from the abbot and convent of the Holy Cross in DonaruwÃ¶rth. On December 20, 1466 the convent purchased a farm property in Dillishausen from the abbot and convent of Irsee fro 275 Marks (HÃ¶rmann, 318). On January 20, 1486 the convent purchased a farm in Dillishausen from Erhard Eberhard. Prioress Elisabeth died on June 12, 1490 and bequeathed to the convent a perpetual tithe and other goods (HÃ¶rmann, 319). Under prioress Walter the convent purchased on October 4, 1490 pasture before the ""red gate"" from Jakob Rehlingen. Under prioress Welser and her predecessor Anna Walter (late fifteenth century), the convent purchased large tracts of land in and around Augsburg (Cuneo, 23). The convent was continually enriched through the bequests of its nuns, who were allowed to own their own property and goods. For example in 1495 the death of the nun Anna Riedler left the convent with a yearly tithe of 4 fl. in Ulm and a pasture in Lechhausen. On December 4, 1502 a memorial was established for Ulrich Walter, a citizen of Augsburg, his wife Barbara, Anna Walter (the prioresss) and Maria Walter, a nun at S. Katharina, with a choral Mass and vigil. In return, Walter gave the covent a green silk robe and two choir robes and a painting (HÃ¶rmann, 319). ; By the late fifteenth century, S. Katharine's was one of the wealthiest of the city's seven convents. S. Katherine's wealth and status was protected by various papal and royal privileges that had accrued to the convent since the thirteenth century. Despite Dominican rules, the nuns at S. Katherine's were allowed possession and control of personal items, properties, inheritances, gifts, and other sources of income (Cuneo, 23). In the late fourteenth century, despite the vast acquisitions of the convent, the income was not sufficient to cover the expenses of the nuns. ; In 1293 the convent forged an agreement with the community of GÃ¶ggingen for the rebuilding and repair of the Wertach-bridge and the yearly fee from it (HÃ¶rmann, 303)."
S. Katharina (S. Katharine),1800,40.8,,"According to Cuneo, the nuns managed landholdings and properites and gained income from the manufacture of textiles. A document dated June 6, 1273 records the sale of a half of a farm in Eringen by the Prioress Gertrud with the support of the nuns of the community to Berthold Rucher in Kaufering, who in turn handed over his ownership of the Altar of S. Katharina (HÃ¶rmann, 301). On July 26, 1273 Ulrich, duke of Helfenstein, granted the sisters freedom from feudal duties (Lehnsfreiheit) for certain goods in Rumelsried, which had belonged to his vassal Heinrich (HÃ¶rmann, 301). On February 20, 1274 Bishop Hartmann gave the sisters fields. On February 28, 1277 the nuns received a third of the property in Buch from ""Schwigger and Heinrich von Mindelberch"" (HÃ¶rmann, 302). On October 7, 1278 Heinrich SchrÃ¶tele, judge of the episcopal court, sold the convent one farm and other properties in Thierdorf. On June 5, 1279 the sisters purchased a farm from Ulrich and Arnold von WÃ¶llenburg in the village of Bergen with the approval of Bishop Hartmann and the vicar of the cathedral. On August 6, 1279 Bishop Hartmann approved the sale of a farm belonging to his chuch in Bobingen by his vassals Heinrich and Grimold von Sevelt against a deposit of property in Ehingen (HÃ¶rmann, 302). On September 20, 1279 Bishop Hartmann permitted the convent to purchase from the sisters of the convent of HÃ¶rbruck the tithes from four fields. On March 12, 1280 S. Katharine's purchased from Heinrich and Friedrich von Freudertshofen property in Bobingen with permission from Bishop Hartmann. On December 29, 1282 King Rudolph von Habsburg freed a farm in Gablingen and one in Bobingen, which belonged to the convent, from their feudal duties (HÃ¶rmann, 302). On February 28, 1283 the convent purchased fields in Augsburg from the cathedral chapter. On August 18, 1283 Marquard von Kemnat handed over his property rights in a half of a farm in Bergen for one in Horgau, which Sebastian, a patrician from Augsburg gave to his daughter and he convent (HÃ¶rmann, 303). On December 6, 1283 the convnet purchased a farm in Inningen from Joh. Schongauer and on January 30, 1285 the convent received freedom from feudal dues for a farm in Inningen for a yearly payment to the cathedral chapter (HÃ¶rmann, 303). On may 13, 1286 Heinrich Schongauer gave the ""Mayrhof"" and a timberyard(?)in Holzhausen to the convent on condition that his daughter, a nun in the convnet, would be given 10 Shillings yearly from these holdings after his death (HÃ¶rmann, 303). In 1289 Heinrich von Mindelberch granted the convnent as compensation a farm in Mindelau and on June 18, 1290 he sold them a farm in Nassen. On January 29, 1291 Heinrich von Wolfberg relinquished his claims to the Mayerhof in Rumeltsried and a property in Kleinechsried. On Febraury 28, 1293 the Prioress Christina and the convent purchased a (lift?) in Eringen from Heinrich von Zeigershofen. On August 21, 1293 Wernhard von Hurenbach gave his daughter Sophie, a nun, property in Niederrammingen for her lifelong use and decreed that after her death the sisters Margaretha and Mechthildis should have the property for their use and after their death, it would fall to the convent itself (HÃ¶rmann, 303). In 1296 Margarethe, the prioress, and the sister purchased from Marquard, provost of Westerkitzigkofen, a farm in Dillishausen, which he had given to Michael, Hermann and Engelschalk von Rohrbach. In 1297, the prioress Tuta or Guta sold a yearly tithe of 13 Shillings to the chaplain of S. Katharina, Heinrich. In 1298 the convent purchased a farm from Sophie von Schwangau in Suntheim and a farm in Thierdorf from the brothers Menhofer. On March 12, 1298 Count Albrecht von Merstetten granted the convent farm properties in Thierdorf, which belonged by feudal tenure to the cathedral chapter, and the cathedral chapter freed this property from its feudal duties in exchange for a half of the yearly tithe (HÃ¶rmann, 304). On October 15, 1300 Ulrich von WÃ¶llenburg allowed his overseer to sell fields and farmland to the convent. On October 16, 1300 the convent purchased a farm in Lammerdingen from Sifrid von Wabern. On May 29, 1301 Bishop Walfard permitted the Count Conrad to exchange some fields along the path to GÃ¶gginger with the convent (HÃ¶rmann, 304). Haedwig and the convent purchased from Heinrich Ruch three properties in Erringen on March 17, 1303. In the same year the convent purchased a farm in Nassenbeuren from Conrad von Scheppach. On February 22, 1304 the convent purchased farm property in Rommelsried. on April 1, the Bishop Degenhart and others granted the farms in Erringen freedom from their feudal duties (HÃ¶rmann, 305). On October 21, 1301 Berthold Hurlocher sold a farm in Bobingen, in vassalage to the cathedral chapter, to the convent; the sale was confrimed on January 18, 1305 by the provost of the cathedral chapter, Egeno, and the deacon, Rudolf von Hurnheim. On February 18, 1306 the convent purchased a property in Thierdorf from Conrad Zollner. On February 4, 1309, the Count Conrad, with persmission of his overlord, the cathedral deacon, sold the convent two farm properties in Thierdorf and a field before the door of GÃ¶ggingen (HÃ¶rmann, 305). On June 25, 1311 the convent purchased farm properties in Holzhausen from Heinrich Schongauer. On February 14, 1312 Hermann and Gottfried von Wellenburg granted a farm in GÃ¶ggingen to the convent. On July 16, 1317 the convent purchased a farm in Zusamm-Altheim from Heinrich Portner for 65 Marks and 30 Shillings and another farm for 70 Marks, less 33 pennies (HÃ¶rmann, 306). In December 1318 the convent purchsed two farms in Grosskitzighofen from the convent Steingaden. On May 31, 1319 the sisters purchased a farm in Suntheim from the convent in Munich for 23 Marks. On November 24 of the same year Johannes Langenmantel granted the convent some farm property and an (income?) in Inningen, on account of his sister Anna, a nun in the convent (HÃ¶rmann, 306). In 1322 the convent purchaed a property in Haimeneck and another from Heinrich, provost of Erringen. On May 26, 1322? Johann von Rosenstein and the convent of Erringen sold a house in the Catharinen-street to the convent. On January 8, 1323 Heinrich of Zusammecker, a religious of St. Georg (with the permission of his provost) sold to his sisters Margaretha and Anna, who lived in the convent, a house, farm and storeroom; the convent also promissed that it would grant 6 Marks yearly for the Elsbeth (HÃ¶rmann, 307). On March 1, 1323 Heinrich Wizinger sold a farm in GÃ¶gginen to Agnes, countess von Burgau, a nun of the community. On March 30, he sold a a farm in Hiltefingen to the convent. On May 4, 1323 the sisters purchased a farm in Inningen from Heinrich Herbort. The convent also purchased properties in Gammenried von Conrad Masser von Dirlewang in the same year. On March 21, 1325 the prioress and the convennt forged a confraternity with two sisters, Adelheid and ""Hille"" from the convent of Heligen Grab to perform vigils and Masses and therefore would grant 10 Shillings from the income in Inningen and 3 Shilling from properties in Muehlhausen for wine (HÃ¶rmann, 307). In 1326 the convent received a farm from Wernher Hug in Obermeitingen. On March 24, 1333 the convent purchased from Wernher Drexl a farm and forest areas? in Hiltenfingen for approximately 90 Marks. On April 30, 1333 the convent purchased property in Unter-Meitingen from Conrad Rehlinger, and a farm in Hiltenfingen and another in GÃ¶ggingen from Heinrich Wissinger. On July 3, 1333 Conrad Porner gave the convent a garden before the door of Holy Cross, from which Adelheind, a nun, would receive a yearly tithe (HÃ¶rmann, 308). On November 21, 1333 the convent purchased tithes from a field near Augsburg. On October 2, 1337 the convent purchased a farm in Zusamaltheim for 70 Marks from Heinrich Portner. On July 13, 1338Â MedingenÂ sold a farm in Steinheim to the convent for approximately 130 Marks and 19 Shillings. On December 13, 1341 the convent purchased four properties in Lamerdingen from a certain Elisabeth for approximately 20 Marks and 10 Shillings. On March 12, 1344 the convent again purchased a small property in Michelmat fromÂ Medingen. On May 7, 1344 the convent purchased a property in Ziemetshausen from Heinrich Herbot, and on July 21, 1344 the convent made an agreement with Agnes von Laugingen for the use of a farm in Untermeitingen for the sister Agnes (HÃ¶rmann, 309). On August 31, 1344 the convent purchased some fields between Augsburg and GÃ¶ggingen from Heinrich Portner for approximately 274 Marks. On November 19 of the same year the convent received nine more fields from Heinrich Portner. On January 26, 1345 the convent purchased a property in Modelshausen and four farms in Laugna from Conrad von Lauterbach for 28 Marks and 10 pennies. On November 23, 1346 the convent purchased three farms in Lugna from Luipold Negelin and on December 15 of the same year the convent sold a farm in Gablingen to the nuns Adelheid Gerutin and Adelheid Portner (HÃ¶rmann, 309). On July 22, 1351 Prioress Agens and the convent purchased a tithe in GÃ¶ggingen from Gertraud Otterin. Circa 1353 margravine Agnes bequeathed to the convent after her death: two farms in GÃ¶ggingen and Schwabeck in return for a Vigil and Mass to be held for her memorial yearly, she also provided for the wine and fish for the convent (on this occassion?); she provided further money for the celebration of memorials for her parents and relatives and for the king and queen of Hungary; she provided an annual allotment of 10 Shillings on Easter; she bestowed from a farm in Schwabeck for the provision of an eternal light for her grave rye, and other goods. She further appointed two nuns named Adelheid to serve as caretakers of her memorial, who should be replaced after their deaths by two more appointed by the prioress and convent. The use of a farm in Hiltenfingen fell to the two nun-caretakers and fell to the convent after their deaths. The nun-caretakers also recieved her cell in the dormitory and her chamber in the infirmary, which she had built at her own expense, as their dwellings and for their own use. She left her ""livingroom"" to the prioress. The chamber belonging to the caretakers should also be shared with any relative of Agnes' within the third degree who decided to enter the convent (HÃ¶rmann, 310-311). On July 14, 1355 the convent purchased two properties in Ober and Untermeitingen from Ulrich Kartinchen and on November 18 the convent purchased a farm in Hurlach from Gisela Welserin. On March 29, 1356, the convent purchased four farms in Orlfingen from Walter Rott. On June 12, 1357 the convnet received several properties from Berthold Riederer in Altenbaindt and afterwards purchased from him a farm in Eisenbrechtshofen. In 1359 the convent continued to acquire lands: a farm in Thierdorf and four farms in Weissingen from Hartmann Onsorg. On July 3, 1363 Prioress Adelheid decreed four new memorial-days in exchange for the acquisition of farm property in Nordendorf. The four memorials were for: Guta von Lauingen and her relative Elisabeth, Hans Argau and his wife, Katharina Rieder and her sister Anna of Lauingen, and one for her sister Anna and her parents (HÃ¶rmann, 312). On May 10, 1365 the convent purchased a fram from Karl Gollenhofer in Erringen and another in Bobingen from Adelheid Bursnerin in November. On December 17, 1369 the convent purchased farm property in KnÃ¶rringen from Conrad von KnÃ¶r; on November 29, 1271 it purchased a property in Kleinkitzgkofen from Conrad von Wabern and on December 4 of the same year, it received a garden in Untermeitingen from Conrad Neumayr. On February 6, 1376 the convent recieved a farm in Grosskitzighofen and a garden in Schwabmenchingen. Under Pioress Elisabeth von Argon the convent purchased a farm in GÃ¶ggingen on May 30, 1377. On April 19, 1379, it purchased farm property in Orlfing and a mill in Pfaffenhausen and another property in SchÃ¶nenach (HÃ¶rmann, 313). On August 19, 1382 the convent purchased two farms in Schwabmuenchen from Anna Renzin. The convent also purchased property in WÃ¶rishofen, a mill in Gamenried and another property in Schonspach in 1382. Under prioress Anna Dach, Wilhelm left the convent a pasture and garden in Wertach. On November 29, 1400 the convent received a garden in the parish of S. Stephans from Jos Heldenberger (HÃ¶rmann, 314). In 1402 the convent purchased property and two farms in Obermeitingen from Hans Algerzhofer. On July 15, 1406 the convent purchased a property in Ustersbach from Peter VÃ¶gelin, and in 1410 Anna Werishoerin established an eternal light and added a farm in Werishofen as well. In 1411 the convnet purchased a farm from Lorenz Rieder. On October 16, 1415 the convnet purchased a farm in Weissingen from Wernher Rosshaupter von Luagingen. On October 27, 1416 the convent obtained freedom from feudal duties for a farm in WÃ¶rishofen from Duke Ulrich von Teck and purchased from Heinrich Schellenbold a farm (HÃ¶rmann, 315). On November 21, 1437 the convent purchased a farm property in Schwabmuenchen from Hartmann Ehinger of Ulm through its provost Stephan Hagenor. Under Prioress Afra the convnet purchased a farm in Schwabmuenchen from Ulrich Kinzelmann for approximately 1900 fl. Circa 1440 the Augsburg patrician Hans VÃ¶gelin bestowed a farm property and the advocacy of a fiefin Pliensprach for the two nuns Lucia and Afra Langenmantel, who were his sisters (HÃ¶rmann, 317). On August 28, 1454 the convent purchased a farm in Ropeltshausen from Georg von Ellerbach for 520 fl. and on February 5, 1457 it purchased a farm in Heudaorf from Wilhelm Schenk (HÃ¶rmann, 318). On October 9, 1461 the convent purchased a property from the abbot and convent of the Holy Cross in DonaruwÃ¶rth. On December 20, 1466 the convent purchased a farm property in Dillishausen from the abbot and convent of Irsee fro 275 Marks (HÃ¶rmann, 318). On January 20, 1486 the convent purchased a farm in Dillishausen from Erhard Eberhard. Prioress Elisabeth died on June 12, 1490 and bequeathed to the convent a perpetual tithe and other goods (HÃ¶rmann, 319). Under prioress Walter the convent purchased on October 4, 1490 pasture before the ""red gate"" from Jakob Rehlingen. Under prioress Welser and her predecessor Anna Walter (late fifteenth century), the convent purchased large tracts of land in and around Augsburg (Cuneo, 23). The convent was continually enriched through the bequests of its nuns, who were allowed to own their own property and goods. For example in 1495 the death of the nun Anna Riedler left the convent with a yearly tithe of 4 fl. in Ulm and a pasture in Lechhausen. On December 4, 1502 a memorial was established for Ulrich Walter, a citizen of Augsburg, his wife Barbara, Anna Walter (the prioresss) and Maria Walter, a nun at S. Katharina, with a choral Mass and vigil. In return, Walter gave the covent a green silk robe and two choir robes and a painting (HÃ¶rmann, 319). ; By the late fifteenth century, S. Katharine's was one of the wealthiest of the city's seven convents. S. Katherine's wealth and status was protected by various papal and royal privileges that had accrued to the convent since the thirteenth century. Despite Dominican rules, the nuns at S. Katherine's were allowed possession and control of personal items, properties, inheritances, gifts, and other sources of income (Cuneo, 23). In the late fourteenth century, despite the vast acquisitions of the convent, the income was not sufficient to cover the expenses of the nuns. ; In 1293 the convent forged an agreement with the community of GÃ¶ggingen for the rebuilding and repair of the Wertach-bridge and the yearly fee from it (HÃ¶rmann, 303)."
S. Ursula,1400,46.2,,
S. Ursula,1500,71.1,,
S. Ursula,1600,96.1,,
S. Ursula,1700,73.2,,
S. Ursula,1800,41.3,,
S. Martin,1300,46.0,,
S. Martin,1400,89.2,,
S. Martin,1500,58.7,,
S. Maria and S. Theodor,1200,42.6,,
S. Maria and S. Theodor,1300,72.0,,
S. Maria and S. Theodor,1400,98.2,,
S. Maria and S. Theodor,1500,60.7,,
Heilig Grab,1400,39.3,,
Heilig Grab,1500,66.0,,
Heilig Grab,1600,92.6,,
Heilig Grab,1700,75.4,,
Heilig Grab,1800,41.4,,
Dietenborn,1500,46.1,,
SchlÃ¼sselau,1300,38.5,,"The foundation of the convent was followed by donations from the founding family and surrounding nobles. In the fifteenth century the abbesses faced several disputes over the convent's properties. ; The convent became a pilgrimage spot for the Holy Trinity, making the convent wealthy. ; The parish of Pretzfeld was incorporated under the convent."
SchlÃ¼sselau,1400,81.1,,"The foundation of the convent was followed by donations from the founding family and surrounding nobles. In the fifteenth century the abbesses faced several disputes over the convent's properties. ; The convent became a pilgrimage spot for the Holy Trinity, making the convent wealthy. ; The parish of Pretzfeld was incorporated under the convent."
SchlÃ¼sselau,1500,69.8,,"The foundation of the convent was followed by donations from the founding family and surrounding nobles. In the fifteenth century the abbesses faced several disputes over the convent's properties. ; The convent became a pilgrimage spot for the Holy Trinity, making the convent wealthy. ; The parish of Pretzfeld was incorporated under the convent."
Abbenrode,1300,48.5,,
Abbenrode,1400,87.2,,
Abbenrode,1500,67.1,,
Kaufbeuren,1300,38.4,,
Kaufbeuren,1400,59.9,,
Kaufbeuren,1500,81.4,,
Kaufbeuren,1600,96.2,,
Kaufbeuren,1700,68.7,,
Kaufbeuren,1800,41.1,,
Birkenfeld,1300,40.8,,"The parishes of Gerhardshofen and Unterlaimbach as well as FrÃ¼hmesser in Dachsbach were bound to provide feudal duties to the convent. ; The convent's wealth was doubtless increased by the dowries of women entering the community (Krausen, 33). In July 1379 Cardinal Pileus, the abbot of Ebrach granted permission for the absolution of nuns admitted through simony in several convents, among them Birkenfeld (Krausen, 33)."
